0.06843622	0.07514565	0.03488905	0.05904301	0.08453886	0.09259018	0.01610264	0.05099169	0.02281207	0.02415396	0.02683773	0.03220528	0.0603849	0.05233358	0.02952151	0.03623094	0.09647968	0.13730306
0.10825993	0.04115667	0.06084029	0.04652493	0.05010377	0.03399899	0.01968362	0.05547203	0.05189319	0.04294609	0.04205138	0.03042014	0.04652493	0.04026196	0.04473551	0.0527879	0.09829278	0.13404592
0.07475946	0.03586247	0.05489717	0.05737995	0.04993159	0.02896584	0.00717249	0.04965573	0.05434543	0.03200036	0.04937986	0.03779353	0.04386256	0.03889699	0.06179379	0.08717339	0.09713753	0.13899186
0.14561328	0.04236023	0.04236023	0.0741304	0.04236023	0.01588508	0.0092663	0.03574144	0.05824531	0.01323757	0.03044641	0.03838896	0.05824531	0.03177017	0.05824531	0.09001548	0.08917526	0.12451304
0.06911175	0.03554318	0.06042341	0.05647417	0.05173508	0.04620614	0.00315939	0.05252493	0.05015538	0.02803962	0.04028227	0.04818076	0.05055031	0.04383659	0.06279296	0.07187622	0.09565911	0.13344873
0.0448338	0.03134398	0.05276898	0.04205648	0.05237222	0.05316574	0.00793519	0.06824259	0.04126296	0.04404028	0.04880139	0.04919815	0.0321375	0.0535625	0.07379722	0.06467176	0.09997319	0.13983604
0.03082878	0.02495663	0.04624317	0.01761645	0.03376486	0.0631256	0.06165757	0.05431738	0.04183906	0.08221009	0.10129457	0.03816897	0.01321234	0.04183906	0.0550514	0.04257308	0.11188828	0.1394127
0.04072851	0.02514106	0.02966645	0.06637239	0.03972287	0.04072851	0.00854796	0.0643611	0.03016927	0.03218055	0.03117491	0.04776801	0.05128776	0.05531032	0.07190342	0.13928145	0.09340576	0.1322497
0.05502314	0.04174169	0.03921189	0.06767214	0.04743374	0.02656289	0.00695695	0.06324499	0.03541719	0.02782779	0.03731454	0.04553639	0.06514234	0.04806619	0.06324499	0.10435423	0.09352107	0.13172784
0.06561736	0.03802127	0.03894114	0.07972202	0.05488555	0.04476698	0.00337285	0.0502862	0.03740803	0.02207687	0.02790271	0.04905971	0.06439086	0.04813984	0.0662306	0.08462799	0.09281708	0.13173294
0.07777196	0.03325775	0.04297924	0.07879528	0.03735101	0.01944299	0.00204663	0.0532124	0.03581604	0.02046631	0.02967614	0.04656085	0.08237688	0.03888598	0.05781732	0.12075121	0.09136237	0.13142964
0.08199033	0.03659073	0.04065636	0.06166215	0.03659073	0.02981466	0.00609845	0.05895172	0.02507142	0.02439382	0.02371621	0.05691891	0.07724709	0.04133397	0.05895172	0.11587063	0.09266817	0.13147294
0.09500303	0.03663052	0.04608356	0.0673529	0.0491558	0.03403094	0.00590815	0.04702887	0.03946643	0.02812279	0.02977707	0.04088439	0.06120842	0.0373395	0.0564819	0.09878425	0.09337482	0.13336665
0.08385805	0.03916214	0.05491213	0.06512834	0.0502297	0.03362836	0.00297973	0.04810132	0.04554727	0.02639187	0.02894593	0.03958781	0.06299996	0.03575673	0.05406078	0.10088507	0.09393202	0.1338928
0.08072058	0.03178373	0.04944136	0.07618005	0.04944136	0.0272432	0.00252252	0.0554954	0.04288281	0.02623419	0.0282522	0.03985579	0.06558547	0.04944136	0.05700891	0.08980165	0.09439193	0.13371749
0.06339891	0.03539448	0.04278454	0.06223206	0.04589614	0.03422763	0.00350055	0.0610652	0.03383868	0.02489282	0.03033813	0.05056355	0.0602873	0.05056355	0.06300996	0.10851715	0.09330031	0.13618905
0.0733898	0.03295465	0.04447866	0.07601808	0.04427649	0.0283046	0.00343699	0.05458745	0.03881774	0.01900452	0.02971983	0.04063732	0.07035716	0.05034176	0.05054394	0.11908151	0.09202602	0.13202347
0.0553545	0.03749821	0.05749725	0.04392647	0.04678348	0.04106947	0.00821389	0.06106851	0.04356935	0.0360697	0.03856959	0.04535498	0.04821198	0.04285509	0.05928288	0.09785247	0.09836021	0.13846198
0.08532978	0.03024347	0.06228714	0.05868673	0.04500516	0.02772318	0.00720083	0.04284491	0.05220598	0.02196252	0.04932565	0.04680536	0.05400619	0.04320495	0.05112586	0.09181052	0.09451479	0.13571698
0.07887118	0.03216305	0.05039561	0.06186779	0.04486439	0.02909015	0.00532637	0.05346852	0.0370797	0.02806585	0.03195819	0.04609355	0.06248237	0.04322551	0.05551712	0.11164882	0.09350782	0.13437401
0.04790233	0.04358031	0.06447005	0.02881343	0.06771156	0.07239374	0.0190889	0.05870736	0.04790233	0.0594277	0.06338955	0.03457612	0.02088974	0.04249981	0.05834719	0.02881343	0.10267299	0.13881347
